id,age,monthly_income,collateral_value,loan_amount,city,state,collateral_debt,verified_restriction,dishonored_checks,expired_debts,banking_debts,commercial_debts,protests,informed_restriction,monthly_payment,informed_purpose,auto_brand,auto_model,auto_year,pre_approved,form_completed,sent_to_analysis,channel,zip_code,landing_page,landing_page_product,gender,education_level
144883,59.0,1600.0,36000.0,5000.0,Carangola,MG,0.0,0.0,0,0,0,0,0,0.0,208.33,FAZER O CASAMENTO DE MINHA FILHA,VW - VolksWagen,Fox Trendline 1.0 Flex 8V 5p,2015.0,1.0,0.0,0.0,display,3680XXXX,/,HomePage,male,Ensino Médio Completo
144882,47.0,5000.0,28000.0,25000.0,Chapecó,SC,25000.0,0.0,0,0,0,0,0,0.0,1041.67,comprar o mesmo,VW - VolksWagen,CROSSFOX 1.6 Mi Total Flex 8V 5p,2010.0,1.0,0.0,0.0,display,8981XXXX,/,HomePage,female,Unknown
144878,43.0,4950.0,33000.0,5200.0,Osasco,SP,21000.0,1.0,0,0,1,0,0,1.0,346.67,"PARA COLOCAR EM DIAS AS PARCELAS DO CARRO, BANCOS E CARTÃO DE CRÉDITO ",GM - Chevrolet,Vectra Elegan. 2.0 MPFI 8V FlexPower Aut,2009.0,1.0,0.0,0.0,display,6263XXXX,/,HomePage,male,Superior Incompleto
144877,40.0,7000.0,43000.0,38700.0,São Paulo,SP,32000.0,1.0,0,0,1,1,1,1.0,1612.5,Para pagar todas minhas dividas e regularizar meu nome,Hyundai,Tucson 2.0 16V Aut.,2012.0,1.0,1.0,0.0,remarketing,8121XXXX,/emprestimos/solicitar,PersonalLoan,male,Ensino Médio Completo
144875,27.0,2100.0,6100.0,5000.0,Osasco,SP,3000.0,0.0,0,0,0,0,0,0.0,161.77,casamento,Honda,Accord Sedã EX 2.4/ 2.3/ 2.2 16V,2014.0,1.0,0.0,0.0,search,6270XXXX,/emprestimos/solicitar,PersonalLoan,male,Fundamental Completo
144872,36.0,5564.0,32000.0,17000.0,Belo Horizonte,MG,0.0,0.0,0,0,0,0,0,0.0,550.01,Refinanciar dívidas,Renault,Clio RN/Alizé/Expr./1.0 Hi-Power 16V 5p,2016.0,1.0,0.0,0.0,search,3075XXXX,/emprestimos/solicitar,PersonalLoan,male,Superior Completo
144869,59.0,3500.0,7500.0,6750.0,São Bernardo do Campo,SP,0.0,0.0,0,0,0,0,0,1.0,450.0,Pagar cheque especial e cartão de credito,Fiat,Palio Celebration 1.0 Fire Flex 8V 4p,2008.0,1.0,0.0,0.0,affiliates,9624XXXX,/emprestimos/garantia-veiculo/solicitar,Unknown,female,Unknown
144868,30.0,3100.0,29000.0,6000.0,Toledo,PR,0.0,0.0,0,0,0,0,0,0.0,194.12,Diversas contas do casamento. Casei mês passado.,GM - Chevrolet,Astra Advantage 2.0 MPFI 8V FlexPower 5p,2011.0,1.0,0.0,0.0,search,8590XXXX,/emprestimos/solicitar,PersonalLoan,female,Ensino Médio Incompleto
144854,19.0,1000.0,12000.0,5000.0,São Paulo,SP,0.0,0.0,0,0,0,0,0,0.0,208.33,abrir uma loja,Citroën,C3 Excl./Excl.Solar./Sonora 1.6 Flex Aut,2010.0,1.0,0.0,0.0,display,4896XXXX,/,HomePage,female,Unknown
144853,27.0,2000.0,30000.0,5000.0,Cuiabá,MT,0.0,0.0,0,0,0,0,0,1.0,208.33,Pagar dívidas ,Peugeot,206 SW Presence 1.4/ 1.4 Flex 8V 5p,2005.0,1.0,0.0,0.0,display,7808XXXX,/,HomePage,female,Unknown
144851,28.0,2500.0,10000.0,5000.0,Juramento,MG,0.0,1.0,0,0,0,1,0,1.0,208.33,pagar contas,Honda,Accord Sedã EX 3.5 V6 24V,2012.0,1.0,0.0,0.0,remarketing,3959XXXX,/emprestimos/solicitar,PersonalLoan,female,Ensino Médio Incompleto
144846,50.0,5200.0,20000.0,5000.0,Campinas,SP,0.0,0.0,0,0,0,0,0,0.0,263.89,uso pessoal,Honda,Civic Sedan LXL 1.7 16V 130cv Mec 4p,2005.0,1.0,0.0,0.0,display,1306XXXX,/,HomePage,male,Ensino Médio Completo
144842,47.0,6021.0,35000.0,20000.0,São Paulo,SP,0.0,0.0,0,0,0,0,0,0.0,647.07,Investimento,GM - Chevrolet,COBALT LTZ 1.4 8V FlexPower 4p,2012.0,1.0,1.0,0.0,display,3211XXXX,/,HomePage,female,Superior Completo
144838,38.0,9850.0,18888.0,16000.0,São Paulo,SP,0.0,0.0,0,0,0,0,0,0.0,517.65,renegociaçao de dividas,VW - VolksWagen,Fox Sportline/Sports 1.0/1.0 Tot.Flex 3p,2007.0,1.0,0.0,0.0,direct,5410XXXX,/usuarios/senha/editar,Unknown,male,Superior Completo
144837,33.0,6500.0,82000.0,5000.0,São José dos Campos,SP,0.0,0.0,0,0,0,0,0,0.0,541.67,Tratamento médico ,Renault,DUSTER DAKAR 4x2 1.6 Hi-Flex 16V Mec.,2016.0,1.0,0.0,0.0,search,1221XXXX,/emprestimos/solicitar,PersonalLoan,female,Unknown
144831,31.0,4500.0,38000.0,30000.0,Curitiba,PR,0.0,0.0,0,0,0,0,0,0.0,1250.0,Reorganização financeira,Fiat,UNO EVOLUTION 1.4 Fire Flex 8V 5p,2015.0,1.0,0.0,0.0,display,8024XXXX,/,HomePage,male,Ensino Médio Completo
144830,36.0,3000.0,40763.0,5000.0,São Paulo,SP,0.0,0.0,0,0,0,0,0,0.0,, ,Kia Motors,Cerato 1.6 16V Aut.,2012.0,1.0,0.0,0.0,affiliates,3923XXXX,/emprestimos/garantia-veiculo/guia-bolso,Unknown,Unknown,Ensino Médio Completo
144829,39.0,5000.0,8000.0,5000.0,sao paulo,SP,0.0,1.0,0,0,1,1,1,1.0,333.33,dividas em banco,Fiat,Punto ESSENCE Dualogic 1.6 Flex 16V 5p,2012.0,1.0,0.0,0.0,remarketing,1528XXXX,/emprestimos/solicitar,PersonalLoan,male,Ensino Médio Incompleto
144827,42.0,2800.0,39000.0,20160.0,Barueri,SP,16000.0,0.0,0,0,0,0,0,0.0,652.24,investimento em equipamentos,GM - Chevrolet,PRISMA Sed. LT 1.4 8V FlexPower 4p,2014.0,1.0,0.0,0.0,display,6445XXXX,/emprestimos/garantia-veiculo/solicitar,Unknown,female,Unknown
144825,31.0,11000.0,35000.0,10000.0,Manaus,AM,0.0,0.0,0,0,0,0,0,0.0,666.67,Quitar conta corrente juros muito alto.,Fiat,Stilo Dualogic 1.8 BlackMotion Flex 8V,2010.0,1.0,0.0,0.0,display,6905XXXX,/,HomePage,male,Superior Incompleto
144822,62.0,3000.0,15000.0,13500.0,Martinho Campos,MG,0.0,0.0,0,0,0,0,0,0.0,458.0,investimento,VW - VolksWagen,Gol Plus 1.0 Mi Total Flex 2p,2007.0,1.0,0.0,0.0,search,3560XXXX,/emprestimo/garantia-veiculo,AutoRefinancing,Unknown,Unknown
144821,61.0,5500.0,25000.0,20000.0,Campo Grande,MS,0.0,0.0,0,0,0,0,0,0.0,647.07,Reforma da minha casa,VW - VolksWagen,VOYAGE 1.0 Mi Total Flex 8V 4p,2011.0,1.0,1.0,1.0,remarketing,7911XXXX,/emprestimos/solicitar,PersonalLoan,male,Ensino Médio Completo
144820,40.0,43000.0,54154.0,22000.0,São Paulo,SP,0.0,0.0,0,0,0,0,0,0.0,, ,Mitsubishi,OUTLANDER 2.4 16V 170cv Aut.,2011.0,1.0,0.0,0.0,affiliates,5638XXXX,/emprestimos/garantia-veiculo/guia-bolso,Unknown,Unknown,Unknown
144819,34.0,7000.0,17500.0,15750.0,MARACANAU,CE,0.0,0.0,0,0,0,0,0,0.0,535.0,INVESTIMENTO,Fiat,Palio 1.0 ECONOMY Fire Flex 8V 4p,2010.0,1.0,0.0,0.0,search,6193XXXX,/emprestimo/garantia-veiculo,AutoRefinancing,Unknown,Ensino Médio Completo
144817,36.0,3300.0,18000.0,16200.0,Cabo Verde,MG,0.0,0.0,0,0,0,0,0,0.0,687.72,ajuste do orçamento,GM - Chevrolet,Classic/ Classic LS 1.0 VHC FlexPower 4p,2010.0,1.0,0.0,0.0,affiliates,3788XXXX,/emprestimos/garantia-veiculo/solicitar,Unknown,male,Ensino Médio Completo
144816,33.0,3000.0,26000.0,5000.0,Caraúbas,RN,0.0,0.0,0,0,0,0,0,0.0,263.89,investimento comercial,VW - VolksWagen,Gol BLACK 1.0 Mi Total Flex 8V 4p,2012.0,1.0,0.0,0.0,Unknown,5978XXXX,Unknown,Unknown,male,Ensino Médio Completo
144815,45.0,3000.0,22000.0,19800.0,Curitiba,PR,0.0,0.0,0,0,0,0,0,0.0,825.0,para pagar divida,VW - VolksWagen,Fox City 1.0Mi/ 1.0Mi Total Flex 8V 3p,2010.0,1.0,1.0,1.0,search,8293XXXX,/emprestimos/garantia-veiculo/solicitar,Unknown,male,Ensino Médio Completo
144814,56.0,10200.0,22000.0,12000.0,Curitiba,PR,0.0,0.0,0,0,0,0,0,0.0,800.0,necessidade de caixa pelos pagamentos do início do ano,Peugeot,207 SW XR 1.4 Flex 8V 5p,2012.0,1.0,1.0,1.0,search,8211XXXX,/emprestimos/garantia-veiculo/solicitar,Unknown,male,Superior Completo
144813,25.0,3000.0,12000.0,5000.0,São Carlos,SP,0.0,0.0,0,0,0,0,0,0.0,333.33,investimento,GM - Chevrolet,Corsa Wind 1.6 MPFi 4p,1998.0,1.0,1.0,0.0,display,1356XXXX,/,HomePage,male,Unknown
144811,37.0,6000.0,18000.0,11000.0,Ribeirão Preto,SP,4200.0,0.0,0,0,0,0,0,0.0,466.97,Ajustes no meu orçamento familiar,GM - Chevrolet,Celta Life/ LS 1.0 MPFI 8V FlexPower 5p,2012.0,1.0,1.0,0.0,Unknown,1405XXXX,Unknown,Unknown,male,Superior Incompleto
144810,57.0,1800.0,25000.0,7000.0,Campinas,SP,0.0,0.0,0,0,0,0,0,0.0,369.44,Investimento,Ford,Fiesta 1.6 8V Flex/Class 1.6 8V Flex 5p,2012.0,1.0,0.0,0.0,display,1304XXXX,/emprestimos/garantia-veiculo/solicitar,Unknown,female,Ensino Médio Completo
144809,39.0,4000.0,23110.0,6500.0,Rio de Janeiro,RJ,0.0,0.0,0,0,0,0,0,0.0,, ,Renault,SANDERO Expression Hi-Flex 1.0 16V 5p,2012.0,1.0,0.0,0.0,affiliates,2175XXXX,/emprestimos/garantia-veiculo/guia-bolso,Unknown,Unknown,Superior Incompleto
144807,50.0,9303.0,29000.0,25000.0,Belo Horizonte,MG,0.0,0.0,0,0,0,0,0,0.0,808.83,Investir na minha empresa,Renault,LOGAN Expression Hi-Flex 1.6 8V 4p,2011.0,1.0,1.0,1.0,direct,3154XXXX,/usuarios/senha/editar,Unknown,male,Fundamental Incompleto
144806,41.0,5800.0,17600.0,14000.0,Curitiba,PR,0.0,0.0,0,0,0,0,0,1.0,594.32,adiquirir outro veiculo,GM - Chevrolet,Classic/ Classic LS 1.0 VHC FlexPower 4p,2010.0,1.0,0.0,0.0,search,8187XXXX,/emprestimos/garantia-veiculo/solicitar,Unknown,male,Ensino Médio Completo
144805,28.0,5000.0,34055.0,21000.0,São Paulo,SP,1700.0,0.0,0,0,0,0,0,0.0,756.13,Para pagar o ipva e outras dividas pessoais,Honda,Civic Sedan LXS 1.8/1.8 Flex 16V Mec. 4p,2008.0,1.0,0.0,1.0,search,3470XXXX,/emprestimos/garantia-veiculo/solicitar,Unknown,male,Ensino Médio Completo
144803,37.0,13000.0,23700.0,21000.0,Mogi das Cruzes,SP,0.0,0.0,0,0,0,0,0,0.0,875.0,Pagar cartão de crédito,Renault,Clio RN/Alizé/Expr./1.0 Hi-Power 16V 5p,2013.0,1.0,1.0,1.0,seo,8773XXXX,/,HomePage,female,Superior Completo
144801,25.0,2500.0,22000.0,18000.0,Jales,SP,0.0,1.0,0,0,0,1,0,1.0,750.0,para comprar carro ,GM - Chevrolet,Astra Sedan 2.0/CD/ Expres.GLS 2.0 8V 4p,2005.0,1.0,0.0,0.0,display,1570XXXX,/emprestimos/garantia-veiculo/solicitar,Unknown,male,Ensino Médio Completo
144800,40.0,5000.0,29000.0,26100.0,Imperatriz,MA,0.0,0.0,0,0,0,0,0,0.0,1087.5,quitar dividas,VW - VolksWagen,Gol City (Trend) 1.0 Mi Total Flex 8V 4p,2014.0,1.0,0.0,0.0,display,6590XXXX,/emprestimos/garantia-veiculo/solicitar,Unknown,male,Ensino Médio Completo
144784,52.0,1800.0,7500.0,6750.0,SAO PAULO,SP,0.0,0.0,0,0,0,0,0,0.0,286.55,ivestim eu tenho cnpj 20.719.299/0001-46,Fiat,Uno Mille SX 2p e 4p,1997.0,1.0,0.0,0.0,remarketing,8310XXXX,/emprestimos/solicitar,PersonalLoan,male,Unknown
144782,37.0,2500.0,16000.0,14400.0,Xambioá,TO,0.0,1.0,0,0,0,1,0,1.0,518.49,comprar um veiculo para o meu trabalho,VW - VolksWagen,Gol (novo) 1.0 Mi Total Flex 8V 4p,2011.0,1.0,0.0,0.0,seo,7788XXXX,/blog/artigos/emprestimos/como-ter-proposta-de-financiamento-auto-aprovada,Unknown,male,Ensino Médio Incompleto
144778,34.0,2060.0,17000.0,14000.0,Trindade,GO,0.0,0.0,0,0,0,0,0,0.0,583.33,quitaçao de dividas,Fiat,Palio Celebration 1.0 Fire Flex 8V 4p,2007.0,1.0,0.0,1.0,affiliates,7538XXXX,/emprestimos/garantia-veiculo/solicitar,Unknown,male,Ensino Médio Completo
144777,66.0,6000.0,18000.0,16200.0,Caucaia,CE,0.0,0.0,0,0,0,0,0,0.0,524.13,abrir um comercio,Ford,EcoSport XLS 1.6/ 1.6 Flex 8V 5p,2007.0,1.0,1.0,1.0,seo,6162XXXX,/emprestimos/garantia-veiculo/solicitar,Unknown,male,Ensino Médio Completo
144776,33.0,2000.0,10000.0,9000.0,Cuiabá,MT,0.0,0.0,0,0,0,0,0,0.0,375.0,compra carro,Ford,KA 1.6 8V Flex 3p,2010.0,1.0,0.0,0.0,display,7809XXXX,/emprestimos/garantia-veiculo/solicitar,Unknown,female,Fundamental Incompleto
144769,45.0,12000.0,39900.0,35910.0,Caxias do Sul,RS,0.0,0.0,0,0,0,0,0,0.0,1496.25,Unknown,Ford,Ka 1.0 TiCVT Flex 5p,2016.0,1.0,0.0,0.0,affiliates,9509XXXX,/emprestimos/garantia-veiculo/solicitar,Unknown,female,Superior Completo
144765,34.0,3600.0,23000.0,20000.0,Taboão da Serra,SP,17584.0,1.0,0,0,1,1,0,1.0,647.07,refinanciar as dívidas,GM - Chevrolet,Corsa Hat. Maxx 1.4 8V ECONOFLEX 5p,2010.0,1.0,0.0,0.0,remarketing,6785XXXX,/emprestimos/solicitar,PersonalLoan,male,Ensino Médio Completo
144761,44.0,4800.0,45000.0,34500.0,São Bernardo do Campo,SP,15000.0,0.0,0,0,0,0,0,0.0,1437.5,pagar divida,VW - VolksWagen,SPACEFOX 1.6/ 1.6 Trend Total Flex 8V 5p,2014.0,1.0,0.0,0.0,search,9840XXXX,/emprestimos/solicitar,PersonalLoan,male,Ensino Médio Completo
144758,33.0,5900.0,38000.0,10000.0,Jundiaí,SP,18000.0,0.0,0,0,0,0,0,0.0,559.13,equilibrar as contas,Hyundai,HB20 Comf./C.Plus/C.Style 1.0 Flex 12V,2015.0,1.0,1.0,0.0,emailaffiliates,1321XXXX,/emprestimos/garantia-veiculo/solicitar,Unknown,female,Superior Completo
144757,24.0,2500.0,22000.0,17097.0,Belo Horizonte,MG,0.0,0.0,0,0,0,0,0,0.0,581.0,Investimento ,VW - VolksWagen,Parati 1.6 Mi Plus Total Flex  8V 4p,2006.0,1.0,0.0,0.0,search,3042XXXX,/emprestimo/garantia-veiculo,AutoRefinancing,Unknown,Ensino Médio Completo
144754,46.0,5000.0,40000.0,5000.0,Curitiba,PR,0.0,0.0,0,0,0,0,0,0.0,487.44,PAGAMENTOS GERAIS,Nissan,Sentra SE 2.0 Flex 16V Aut.,2013.0,1.0,1.0,1.0,remarketing,8256XXXX,/emprestimos/garantia-veiculo/solicitar,Unknown,male,Unknown
144751,28.0,4000.0,25000.0,5000.0,São Paulo,SP,15000.0,0.0,0,0,0,0,0,0.0,208.33,gastos diversos ,Fiat,UNO VIVACE Celeb. 1.0 EVO F.Flex 8V 5p,2014.0,1.0,1.0,0.0,search,2989XXXX,/emprestimos/solicitar,PersonalLoan,male,Ensino Médio Completo
144747,49.0,15000.0,75000.0,67500.0,Teresina,PI,0.0,0.0,0,0,0,0,0,0.0,2183.85,Para reestruturação financeira pessoal,Toyota,Hilux CD SRV 4x4 2.7 Flex 16V Aut.,2013.0,1.0,0.0,1.0,emailaffiliates,6404XXXX,/emprestimos/garantia-veiculo/solicitar,Unknown,male,Unknown
144744,39.0,3000.0,22400.0,18000.0,São Paulo,SP,8000.0,0.0,0,0,0,0,0,0.0,582.36,18000,Honda,Fit LX 1.4/ 1.4 Flex 8V/16V 5p Mec.,2008.0,1.0,0.0,0.0,remarketing,3475XXXX,/emprestimos/solicitar,PersonalLoan,female,Ensino Médio Completo
144734,49.0,2000.0,20000.0,12000.0,São Paulo,SP,0.0,0.0,0,0,0,0,0,0.0,550.0,Para solucionar problema financeiro momentaneo.,Renault,SANDERO STEPWAY Hi-Flex 1.6 16V 5p,2009.0,1.0,0.0,0.0,Unknown,4444XXXX,Unknown,Unknown,male,Superior Completo
144726,56.0,2500.0,26000.0,10000.0,Fazenda Rio Grande,PR,0.0,1.0,0,0,0,1,0,1.0,559.13,Pagar divida,Renault,SANDERO Authentique Hi-Flex 1.0 16V 5p,2014.0,1.0,0.0,0.0,search,8382XXXX,/,HomePage,male,Ensino Médio Completo
144723,36.0,15000.0,50000.0,20000.0,Araraquara,SP,0.0,0.0,0,0,0,0,0,0.0,1975.0,Regularizar fluxo de caixa,VW - VolksWagen,JETTA Comfortline 2.0 T.Flex 8V 4p Tipt.,2012.0,1.0,0.0,0.0,seo,1480XXXX,/,HomePage,Unknown,Unknown
144712,59.0,3000.0,14600.0,13000.0,CURITIBA,PR,0.0,0.0,0,0,0,0,0,0.0,541.67,construir box para auto Elétrica,Fiat,Uno Mille 1.0 Fire/ F.Flex/ ECONOMY 2p,2009.0,1.0,0.0,1.0,social,8241XXXX,/emprestimos/solicitar,PersonalLoan,male,Unknown
144710,36.0,3500.0,8000.0,7000.0,Rondonópolis,MT,0.0,0.0,0,0,0,0,0,0.0,226.47,abrir um negócio próprio ,Fiat,Uno Mille 1.0 Fire/ F.Flex/ ECONOMY 2p,2012.0,1.0,0.0,0.0,remarketing,7874XXXX,/emprestimos/solicitar,PersonalLoan,male,Ensino Médio Completo
144706,48.0,2500.0,24500.0,10000.0,Campo Grande,MS,0.0,1.0,0,0,0,1,0,1.0,323.53,para pagar dividas e limpar o meu nome,GM - Chevrolet,Celta Life/ LS 1.0 MPFI 8V FlexPower 5p,2011.0,1.0,1.0,0.0,display,7902XXXX,/,HomePage,female,Unknown
144704,63.0,2000.0,7000.0,6000.0,São Paulo,SP,0.0,0.0,0,0,0,0,0,1.0,250.0,Pagar dívida ,Fiat,Uno Mille 1.0/ i.e./ Electronic/  Brio,1993.0,1.0,0.0,0.0,search,8310XXXX,/emprestimo/garantia-veiculo,AutoRefinancing,male,Ensino Médio Incompleto
144703,32.0,3700.0,20000.0,18000.0,Serra,ES,0.0,1.0,0,0,0,1,0,0.0,582.36,comprar um automóvel,GM - Chevrolet,AGILE LT 1.4 MPFI 8V FlexPower 5p,2011.0,1.0,0.0,0.0,remarketing,2917XXXX,/emprestimos/garantia-veiculo/solicitar,Unknown,male,Ensino Médio Completo
144701,48.0,4500.0,37900.0,5000.0,Santos,SP,0.0,0.0,0,0,0,0,0,0.0,279.56,Pagar dívidas e quitar!!,Nissan,MARCH S 1.6 16V Flex Fuel 5p,2013.0,1.0,1.0,0.0,social,1103XXXX,/emprestimos/solicitar,PersonalLoan,male,Superior Completo
144697,39.0,2300.0,10000.0,9000.0,São Paulo,SP,0.0,0.0,0,0,0,0,0,0.0,515.0,Investimento em minha empresa,Fiat,Palio 1.0/ Trofeo 1.0 Fire/ Fire Flex 4p,2008.0,1.0,0.0,0.0,search,3807XXXX,/,HomePage,Unknown,Ensino Médio Completo
144695,30.0,1000.0,6000.0,5400.0,Teresina,PI,0.0,0.0,0,0,0,0,0,0.0,183.0,Unknown,Honda,Civic Sedan LXR 2.0 Flexone 16V Aut. 4p,2016.0,1.0,0.0,0.0,search,6400XXXX,/emprestimo/garantia-imovel,HomeRefinancing,Unknown,Unknown
144689,43.0,4200.0,20000.0,10000.0,Ourinhos,SP,0.0,0.0,0,0,0,0,0,0.0,974.87,Quitação de dividas,VW - VolksWagen,Gol (novo) 1.6 Mi Total Flex 8V 4p,2009.0,1.0,0.0,0.0,remarketing,1990XXXX,/emprestimos/solicitar,PersonalLoan,male,Ensino Médio Completo
144687,32.0,15000.0,24774.0,50000.0,São Paulo,SP,0.0,0.0,0,0,0,0,0,0.0,, ,Fiat,Idea ELX 1.4 mpi Fire Flex 8V 5p,2010.0,1.0,0.0,0.0,affiliates,2925XXXX,/emprestimos/garantia-veiculo/guia-bolso,Unknown,Unknown,Superior Completo
144686,51.0,1300.0,12000.0,5000.0,Santo André,SP,0.0,0.0,0,0,0,0,0,0.0,180.03,Para pagar dividas,Fiat,Uno Mille 1.0 Fire/ F.Flex/ ECONOMY 2p,2006.0,1.0,0.0,1.0,social,9061XXXX,/emprestimos/solicitar,PersonalLoan,female,Ensino Médio Completo
144685,22.0,2000.0,7000.0,5000.0,Petrolina,PE,600.0,0.0,0,0,0,0,0,1.0,263.89,para fazer uma casa,Honda,CITY Sedan DX 1.5 Flex 16V Mec.,2014.0,1.0,1.0,0.0,display,5360XXXX,/,HomePage,male,Fundamental Incompleto
144684,50.0,2500.0,26000.0,5000.0,Içara,SC,4000.0,1.0,0,0,1,0,0,0.0,208.33,para quitar,Fiat,Palio ATTRACTIVE 1.0 EVO Fire Flex 8v 5p,2012.0,1.0,0.0,0.0,remarketing,8882XXXX,/emprestimos/solicitar,PersonalLoan,male,Fundamental Completo
144683,24.0,5000.0,19867.0,10000.0,Feira de Santana,BA,0.0,1.0,0,0,0,1,0,0.0,, ,Ford,Fiesta Sedan 1.0 8V Flex 4p,2009.0,1.0,0.0,0.0,affiliates,4406XXXX,/emprestimos/garantia-veiculo/guia-bolso,Unknown,Unknown,Ensino Médio Completo
144682,42.0,2000.0,26000.0,5000.0,João Pessoa,PB,0.0,0.0,0,0,0,0,0,0.0,333.33,envestir em um comercio,GM - Chevrolet,Celta Spirit/ LT 1.0 MPFI 8V FlexP. 5p,2014.0,1.0,0.0,0.0,remarketing,5804XXXX,/emprestimos/solicitar,PersonalLoan,male,Unknown
144681,64.0,6000.0,45000.0,20000.0,Monte Castelo,SC,20000.0,0.0,0,0,0,0,0,0.0,1118.26,QUITAR EMPRESTIMO VEICULO,GM - Chevrolet,S10 P-Up Advantage 2.4 MPFI F.Power CS,2009.0,1.0,0.0,0.0,search,8938XXXX,/emprestimos/para-empresas,HomeRefinancing,male,Unknown
144678,31.0,8000.0,35000.0,5000.0,Caldas Novas,GO,0.0,0.0,0,0,0,0,0,0.0,487.44,pagamento de contas,GM - Chevrolet,Vectra Elegan. 2.0 MPFI 8V FlexPower Mec,2011.0,1.0,0.0,0.0,direct,7569XXXX,/usuarios/senha/editar,Unknown,male,Superior Incompleto
144677,34.0,6600.0,20458.0,20000.0,São Paulo,SP,0.0,0.0,0,0,0,0,0,0.0,, ,GM - Chevrolet,Corsa Hat. Maxx 1.4 8V ECONOFLEX 5p,2010.0,1.0,0.0,0.0,affiliates,3816XXXX,/emprestimos/garantia-veiculo/guia-bolso,Unknown,Unknown,Ensino Médio Completo
144674,24.0,8000.0,26000.0,5000.0,São Paulo,SP,0.0,0.0,0,0,0,0,0,1.0,541.67,Dividas,VW - VolksWagen,Polo SPORTLINE 1.6 Mi Total Flex 8V 5p,2009.0,1.0,0.0,0.0,search,2079XXXX,/,HomePage,male,Superior Completo
144664,46.0,4500.0,20000.0,15000.0,Igarassu,PE,0.0,0.0,0,0,0,0,0,0.0,509.0,para investimento em meu negócio,GM - Chevrolet,MONTANA 1.4 8V Conquest ECONOFLEX  2p,2009.0,1.0,1.0,1.0,search,5365XXXX,/emprestimos/garantia-veiculo/solicitar,Unknown,Unknown,Ensino Médio Completo
144659,41.0,2000.0,21000.0,6000.0,Osasco,SP,0.0,0.0,0,0,0,0,0,0.0,316.67,Contas pessoais,Ford,Fiesta 1.0 8V Flex/Class 1.0 8V Flex 5p,2011.0,1.0,1.0,0.0,referral,6086XXXX,/,HomePage,female,Ensino Médio Incompleto
144658,32.0,5500.0,21025.0,5000.0,São Paulo,SP,0.0,1.0,0,0,0,0,1,1.0,263.89,Pagar dívidas e ficar apenas com uma,GM - Chevrolet,Meriva Joy 1.8 MPFI 8V FlexPower,2008.0,1.0,0.0,0.0,search,3360XXXX,/,HomePage,male,Ensino Médio Completo
144657,48.0,5000.0,37000.0,33300.0,Cuiabá,MT,0.0,0.0,0,0,0,0,0,0.0,1077.37,pagar um registro de escritura publica em cartorio,Fiat,Palio ATTRACTIVE 1.4 EVO Fire Flex 8V 5p,2014.0,1.0,1.0,1.0,search,7804XXXX,/emprestimos/garantia-veiculo/solicitar,Unknown,male,Unknown
144654,34.0,5082.0,30000.0,20000.0,Cachoeirinha,RS,25000.0,0.0,0,0,0,0,0,0.0,720.12,Pessoal,Renault,SYMBOL Privilège Hi-Flex 1.6 16V 4p,2013.0,1.0,0.0,0.0,search,9496XXXX,/,HomePage,female,Superior Incompleto
144653,44.0,5000.0,110000.0,5000.0,Avaré,SP,100000.0,0.0,0,0,0,0,0,0.0,161.77,GASTOS PESSOAIS,VW - VolksWagen,AMAROK Trendline CD 2.0 TDI 4X4 Dies Aut,2014.0,1.0,1.0,0.0,remarketing,1870XXXX,/emprestimos/solicitar,PersonalLoan,male,Superior Completo
144652,48.0,6000.0,42000.0,34000.0,Bombinhas,SC,0.0,0.0,0,0,0,0,0,0.0,1794.44,Eu preciso pagar algumas dívidas por fechamento de empresa (loja).,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2014.0,1.0,0.0,0.0,direct,8821XXXX,/emprestimos/garantia-veiculo/solicitar,Unknown,male,Ensino Médio Completo
144648,35.0,7000.0,30000.0,17000.0,São Paulo,SP,0.0,0.0,0,0,0,0,0,0.0,950.52,QUITAR DIVIDAS,VW - VolksWagen,Fox 1.6 Mi Total Flex 8V 5p,2012.0,1.0,1.0,1.0,search,5144XXXX,/emprestimos/garantia-veiculo/solicitar,Unknown,female,Superior Completo
144647,51.0,2000.0,22000.0,5000.0,Jundiaí,SP,2465.0,0.0,0,0,0,0,0,1.0,263.89,quitar o meu carro e outras contas em atraso ,Fiat,Palio 1.0 ECONOMY Fire Flex 8V 4p,2010.0,1.0,0.0,0.0,social,1320XXXX,/,HomePage,female,Superior Incompleto
144643,36.0,7052.0,37964.0,10000.0,São Paulo,SP,18000.0,0.0,0,0,0,0,0,0.0,, ,VW - VolksWagen,up! high I MOTION 1.0 T. Flex 12V 5p,2015.0,1.0,0.0,0.0,affiliates,2254XXXX,/emprestimos/garantia-veiculo/guia-bolso,Unknown,Unknown,Superior Completo
144637,47.0,4000.0,30000.0,27000.0,Mairiporã,SP,0.0,0.0,0,0,0,0,0,0.0,873.54,Para reorganização da renda por motivo de gastos com remédios da minha filha que já está curada,GM - Chevrolet,COBALT LS 1.4 8V FlexPower 4p,2012.0,1.0,1.0,1.0,display,7600XXXX,/emprestimos/garantia-veiculo/solicitar,Unknown,female,Superior Completo
